x,y,s1,s2,s3,s4,s5,s6,aftershock
777004.5011031898,3572344.2791275103,1796.6910374812,972.3527192477056,29235.58227296183,274.3633765269582,4891.600251625976,611.0756898457457,0.0
782004.5011031898,3572344.2791275103,1523.4520264128798,-709.9154650516806,28933.95941104502,-28.44675585166052,4870.10725727302,610.7572998198953,0.0
787004.5011031898,3572344.2791275103,1418.0721864323211,-2423.7209804917206,28092.521778015667,-338.68276518346454,4762.146242427531,600.3737380580128,0.0
792004.5011031898,3572344.2791275103,1493.4358049898349,-4086.351006808408,26700.928545373223,-642.5006961017336,4565.403009346149,579.6039345565282,1.0
797004.5011031898,3572344.2791275103,1745.546316281662,-5611.042891882676,24781.809150871475,-925.308041006632,4282.737721819423,548.7148675690631,0.0
802004.5011031898,3572344.2791275103,2152.3400864671,-6915.500063996915,22391.932777162045,-1173.1291907909656,3922.4022382411295,508.5886077125836,0.0
807004.5011031898,3572344.2791275103,2675.1829915942867,-7930.662835682733,19619.235017183208,-1374.0182735345586,3497.622188447824,460.6790474276134,0.0
812004.5011031898,3572344.2791275103,3262.99547315224,-8608.172325272402,16575.70153331722,-1519.2775198787542,3025.539243550249,406.8965795066782,0.0
817004.5011031898,3572344.2791275103,3858.3612771069,-8925.198262100872,13387.1783573681,-1604.2737207541225,2525.6702030212373,349.4382967025538,0.0
822004.5011031898,3572344.2791275103,4404.491298084028,-8885.79686859173,10181.722058040596,-1628.7187093245318,2018.123060483872,290.58962892961034,0.0
827004.5011031898,3572344.2791275103,4851.747920589398,-8518.712793212924,7078.366754091216,-1596.3916227515415,1521.8508842008334,232.5279380890589,0.0
832004.5011031898,3572344.2791275103,5162.61714939186,-7872.280634693268,4178.007457000293,-1514.3945766925704,1053.2045651892558,177.15758988350692,0.0
837004.5011031898,3572344.2791275103,5314.456644941812,-7007.569562936848,1557.4741893637974,-1392.1101764028317,624.9539370962017,125.99475277074424,0.0
767004.5011031898,3577344.2791275103,3228.310535867536,4913.018380552564,31601.21826632017,1041.8326912162586,5448.141397793312,706.8639521289573,0.0
772004.5011031898,3577344.2791275103,2580.131848688625,3304.4943447448645,32499.203439937533,742.637391856927,5628.931345930221,731.456174327414,0.0
777004.5011031898,3577344.2791275103,2049.9857351219466,1481.1346455180983,32878.068071589914,403.39266237081455,5724.539174724142,745.7790777567108,0.0
782004.5011031898,3577344.2791275103,1686.5522083139977,-490.6997759415684,32653.74070310672,35.61277874221161,5720.418100313805,748.0360082577491,0.0
787004.5011031898,3577344.2791275103,1528.057397303313,-2521.9645711947533,31768.19685967818,-345.2736461378918,5606.227483555732,736.9266389474454,0.0
792004.5011031898,3577344.2791275103,1595.3324850106671,-4506.67578554651,30200.12537448448,-720.8879163031053,5377.58212427595,711.854624999699,0.0
797004.5011031898,3577344.2791275103,1886.4795652477203,-6331.384145728152,27972.58113684965,-1071.4767125261233,5037.321807329745,673.0791213384209,0.0
802004.5011031898,3577344.2791275103,2374.612683487643,-7887.279114146487,25155.56928571792,-1377.9201701580023,4595.974785969504,621.7726080372723,0.0
807004.5011031898,3577344.2791275103,3009.624869990288,-9082.930725901197,21862.329435385527,-1623.8531936274844,4071.221324537475,559.9626842224544,0.0
812004.5011031898,3577344.2791275103,3724.020368620012,-9855.252407210815,18239.370333333594,-1797.51372676271,3486.3584014064327,490.35825974496703,0.0
817004.5011031898,3577344.2791275103,4441.801878270491,-10176.4708918258,14451.72657155548,-1892.9617496122871,2867.9883565101304,416.08408433810206,0.0
822004.5011031898,3577344.2791275103,5088.615927201914,-10055.805052981948,10666.10196459224,-1910.452989678992,2243.341337495825,340.37073913919016,0.0
827004.5011031898,3577344.2791275103,5601.0755651768,-9535.76846481856,7034.867254543865,-1855.9392741768247,1637.6917537987586,266.2519928003789,0.0
832004.5011031898,3577344.2791275103,5933.534756591954,-8684.252453812194,3683.5489392117743,-1739.8636717996926,1072.2885388284633,196.3182847641584,0.0
837004.5011031898,3577344.2791275103,6061.372805054978,-7584.301254935217,703.3526020510172,-1575.5432926996327,563.0545283801471,132.5561422451759,0.0
842004.5011031898,3577344.2791275103,5980.760532653301,-6323.654824822258,-1850.9675075506127,-1377.466201920367,120.12375449584542,76.28380000108173,0.0
847004.5011031898,3577344.2791275103,5705.637125678616,-4985.769780983153,-3958.6715531492814,-1159.782985772296,-251.88555402551097,28.172302459227065,0.0
757004.5011031898,3582344.2791275103,5596.912725364194,8705.08725940765,31463.49588802301,1848.374887859964,5606.20486192792,760.1637671179898,0.0
762004.5011031898,3582344.2791275103,4731.775509006958,7568.359965045491,33522.47120461135,1627.3337455518647,5997.371842732641,812.9343230491262,0.0
767004.5011031898,3582344.2791275103,3863.3151317091592,6084.877135180032,35239.600811334065,1340.0262650419584,6331.899503162417,858.6436236323777,0.0
772004.5011031898,3582344.2791275103,3054.1345463597845,4267.632725223033,36481.01842861652,988.8393765817468,6586.099364956967,894.264099412432,0.0
777004.5011031898,3582344.2791275103,2373.1170888240536,2160.1678507473384,37113.32708779765,581.6826953096919,6736.281494263252,916.7656442854156,0.0
782004.5011031898,3582344.2791275103,1887.485121143808,-159.93891023433707,37017.97585865112,132.56980166001887,6761.217712785343,923.4225878657732,0.0
787004.5011031898,3582344.2791275103,1652.7371565383032,-2582.1061187806376,36107.900890565295,-338.58872278067577,6644.976238343264,912.1646439116704,0.0
792004.5011031898,3582344.2791275103,1702.1297578026297,-4969.633967170689,34343.84310181458,-807.1938187310514,6379.6939058909375,881.9184764519301,0.0
